red_fighter,blue_fighter,winner,fight_url,event,date,weight_class,method,round,time,red_wins,red_losses,red_draws,red_wins_by_ko_tko,red_wins_by_submission,red_wins_by_decision,red_losses_by_ko_tko,red_losses_by_submission,red_losses_by_decision,red_age,red_height_in,red_weight_lbs,red_reach_in,red_slpm,red_sapm,red_str_acc,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,red_stance,blue_wins,blue_losses,blue_draws,blue_wins_by_ko_tko,blue_wins_by_submission,blue_wins_by_decision,blue_losses_by_ko_tko,blue_losses_by_submission,blue_losses_by_decision,blue_age,blue_height_in,blue_weight_lbs,blue_reach_in,blue_slpm,blue_sapm,blue_str_acc,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,blue_stance,red_tot_sig_str_landed,red_tot_sig_str_attempted,red_tot_td_landed,red_tot_td_attempted,red_tot_ctrl_time_sec,blue_tot_sig_str_landed,blue_tot_sig_str_attempted,blue_tot_td_landed,blue_tot_td_attempted,blue_tot_ctrl_time_sec
Tecia Pennington,Denise Gomes,Denise Gomes,http://ufcstats.com/fight-details/9126633d921afb57,UFC Fight Night: Bonfim vs. Brown,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Keith Peterson,3.0,5:00,15.0,8.0,0.0,,,,,,,,61.0,115.0,60.0,4.73,3.48,0.48,0.61,0.56,0.14,0.62,0.1,orthodox,12.0,3.0,0.0,,,,,,,,62.0,115.0,63.0,4.43,3.16,0.49,0.51,1.45,0.34,0.66,0.7,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Johns,Daniel Marcos,Daniel Marcos,http://ufcstats.com/fight-details/238c274c90587e21,UFC Fight Night: Bonfim vs. Brown,,Bantamweight Bout,Submission Round: 2 Time: 4:23 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,2.0,4:23,15.0,5.0,0.0,,,,,,,,67.0,135.0,68.0,3.36,2.99,0.44,0.65,1.22,0.26,0.77,0.0,orthodox,18.0,1.0,0.0,,,,,,,,67.0,135.0,69.0,4.9,3.79,0.53,0.61,1.35,0.52,0.85,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Reese,Jackson McVey,Zach Reese,http://ufcstats.com/fight-details/84b66bf7fba2d59d,UFC Fight Night: Bonfim vs. Brown,,Catch Weight Bout,Submission Round: 2 Time: 1:38 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,2.0,1:38,10.0,3.0,0.0,,,,,,,,76.0,185.0,77.0,4.48,3.92,0.54,0.43,2.8,0.61,0.52,1.3,switch,6.0,2.0,0.0,,,,,,,,76.0,185.0,77.0,5.87,3.82,0.68,0.23,0.0,0.0,0.0,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Garcia,David Onama,Steve Garcia,http://ufcstats.com/fight-details/747d922b329b7f30,UFC Fight Night: Garcia vs. Onama,,Featherweight Bout,KO/TKO Round: 1 Time: 3:34 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean,1.0,3:34,19.0,5.0,0.0,,,,,,,,72.0,145.0,75.0,5.39,2.12,0.49,0.59,0.86,0.4,0.88,0.4,southpaw,14.0,3.0,0.0,,,,,,,,71.0,145.0,74.0,5.07,4.89,0.5,0.51,1.05,0.3,0.52,0.5,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldo Cortes Acosta,Ante Delija,Waldo Cortes Acosta,http://ufcstats.com/fight-details/9d9390b550d77e06,UFC Fight Night: Garcia vs. Onama,,Heavyweight Bout,KO/TKO Round: 1 Time: 3:59 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,1.0,3:59,17.0,2.0,0.0,,,,,,,,76.0,260.0,78.0,5.54,3.38,0.49,0.56,0.44,0.57,0.72,0.1,orthodox,26.0,8.0,0.0,,,,,,,,75.0,239.0,78.0,4.28,3.95,0.38,0.52,0.0,0.0,0.75,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremiah Wells,Themba Gorimbo,Jeremiah Wells,http://ufcstats.com/fight-details/b0f68344e01884ff,UFC Fight Night: Garcia vs. Onama,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,3.0,5:00,13.0,4.0,1.0,,,,,,,,69.0,170.0,74.0,2.35,1.28,0.46,0.48,3.06,0.46,0.5,1.3,switch,14.0,6.0,0.0,,,,,,,,73.0,170.0,77.0,2.72,1.32,0.6,0.51,5.07,0.65,0.72,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Dulgarian,Yadier del Valle,Yadier del Valle,http://ufcstats.com/fight-details/767b78b67c7da17c,UFC Fight Night: Garcia vs. Onama,,Featherweight Bout,Submission Round: 1 Time: 3:41 Time format: 3 Rnd (5-5-5) Referee: Eric McMahon,1.0,3:41,7.0,2.0,0.0,,,,,,,,67.0,145.0,71.0,2.99,1.65,0.63,0.4,4.57,0.5,0.0,1.8,orthodox,10.0,1.0,0.0,,,,,,,,69.0,145.0,69.0,4.05,2.16,0.6,0.55,1.23,0.42,0.58,2.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Radtke,Daniel Frunza,Charles Radtke,http://ufcstats.com/fight-details/71c8ca7442bcb757,UFC Fight Night: Garcia vs. Onama,,Welterweight Bout,Submission Round: 3 Time: 4:29 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,3.0,4:29,11.0,5.0,0.0,,,,,,,,69.0,170.0,72.0,2.8,2.63,0.54,0.54,1.32,0.3,1.0,0.7,orthodox,9.0,4.0,0.0,,,,,,,,73.0,170.0,73.0,3.25,4.32,0.38,0.5,0.0,0.0,0.5,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Nascimento,Cody Durden,Allan Nascimento,http://ufcstats.com/fight-details/f41c2c82d5117230,UFC Fight Night: Garcia vs. Onama,,Catch Weight Bout,Submission Round: 2 Time: 3:13 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,2.0,3:13,22.0,6.0,0.0,,,,,,,,68.0,125.0,69.0,3.06,2.53,0.55,0.52,1.26,0.23,0.37,1.1,orthodox,17.0,10.0,1.0,,,,,,,,67.0,125.0,67.0,3.34,4.19,0.44,0.5,3.89,0.46,0.6,0.6,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Elekana,Kevin Christian,Billy Elekana,http://ufcstats.com/fight-details/f063bcccbbb9edc5,UFC Fight Night: Garcia vs. Onama,,Light Heavyweight Bout,Submission Round: 1 Time: 3:33 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,1.0,3:33,10.0,2.0,0.0,,,,,,,,75.0,205.0,77.0,2.71,3.59,0.56,0.46,0.85,0.22,0.0,0.8,southpaw,9.0,3.0,0.0,,,,,,,,79.0,205.0,80.0,1.64,2.65,0.56,0.44,0.0,0.0,0.5,2.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timmy Cuamba,ChangHo Lee,Timmy Cuamba,http://ufcstats.com/fight-details/58f6248da3cdf3ce,UFC Fight Night: Garcia vs. Onama,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Eric McMahon,3.0,5:00,10.0,3.0,0.0,,,,,,,,69.0,135.0,71.0,2.77,3.58,0.44,0.57,1.31,0.31,0.72,0.0,orthodox,11.0,2.0,0.0,,,,,,,,68.0,135.0,69.0,3.88,2.13,0.66,0.37,3.2,0.34,0.4,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte Johnson,Sedriques Dumas,Donte Johnson,http://ufcstats.com/fight-details/c245be6698c1e378,UFC Fight Night: Garcia vs. Onama,,Middleweight Bout,Submission Round: 2 Time: 1:25 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,2.0,1:25,8.0,0.0,0.0,,,,,,,,68.0,185.0,74.0,3.11,2.0,0.48,0.61,2.0,1.0,0.75,0.7,southpaw,10.0,4.0,0.0,,,,,,,,74.0,185.0,79.0,2.0,2.41,0.44,0.55,1.34,0.31,0.33,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ketlen Vieira,Norma Dumont,Norma Dumont,http://ufcstats.com/fight-details/760150e9951e65fa,UFC Fight Night: Garcia vs. Onama,,Women's Bantamweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,3.0,5:00,15.0,5.0,0.0,,,,,,,,68.0,135.0,68.0,2.76,3.75,0.4,0.5,1.33,0.44,0.9,0.6,orthodox,13.0,2.0,0.0,,,,,,,,67.0,135.0,67.0,3.89,2.12,0.5,0.65,1.56,0.56,0.68,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice Ardelean,Montserrat Conejo Ruiz,Alice Ardelean,http://ufcstats.com/fight-details/32927d50acedb507,UFC Fight Night: Garcia vs. Onama,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,3.0,5:00,11.0,7.0,0.0,,,,,,,,63.0,115.0,62.0,7.35,5.2,0.45,0.62,1.0,0.44,0.85,0.0,orthodox,10.0,5.0,0.0,,,,,,,,60.0,115.0,61.0,2.21,6.19,0.29,0.44,1.75,0.5,0.44,0.6,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Rowe,Seokhyeon Ko,Seokhyeon Ko,http://ufcstats.com/fight-details/e6031b5937294176,UFC Fight Night: Garcia vs. Onama,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Eric McMahon,3.0,5:00,11.0,7.0,0.0,,,,,,,,75.0,170.0,80.0,3.51,4.15,0.49,0.5,0.46,0.36,0.53,0.2,orthodox,13.0,2.0,0.0,,,,,,,,70.0,170.0,71.0,2.73,1.42,0.59,0.58,4.0,0.63,0.75,0.3,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talita Alencar,Ariane Carnelossi,Talita Alencar,http://ufcstats.com/fight-details/7add5901fac6ab82,UFC Fight Night: Garcia vs. Onama,,Women's Strawweight Bout,Submission Round: 3 Time: 4:36 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,3.0,4:36,7.0,1.0,1.0,,,,,,,,61.0,115.0,58.0,2.91,3.36,0.37,0.55,3.02,0.26,0.66,0.6,orthodox,15.0,4.0,0.0,,,,,,,,62.0,115.0,61.0,2.63,4.61,0.38,0.44,1.08,0.5,0.22,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Aspinall,Ciryl Gane,,http://ufcstats.com/fight-details/6390c8e74630473e,UFC 321: Aspinall vs. Gane,,UFC Heavyweight Title Bout,Could Not Continue Round: 1 Time: 4:35 Time format: 5 Rnd (5-5-5-5-5) Referee: Jason Herzog,1.0,4:35,15.0,3.0,0.0,,,,,,,,77.0,255.0,78.0,7.63,3.62,0.67,0.56,2.62,0.8,1.0,1.3,orthodox,13.0,2.0,0.0,,,,,,,,76.0,247.0,81.0,5.29,2.33,0.61,0.6,0.68,0.25,0.47,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virna Jandiroba,Mackenzie Dern,Mackenzie Dern,http://ufcstats.com/fight-details/7d3da3c4153717de,UFC 321: Aspinall vs. Gane,,UFC Women's Strawweight Title Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,5.0,5:00,22.0,4.0,0.0,,,,,,,,63.0,115.0,64.0,2.33,2.9,0.41,0.55,2.85,0.37,0.74,1.5,orthodox,16.0,5.0,0.0,,,,,,,,64.0,115.0,63.0,3.47,3.93,0.41,0.51,0.93,0.18,0.37,1.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umar Nurmagomedov,Mario Bautista,Umar Nurmagomedov,http://ufcstats.com/fight-details/e69f9b4b9cae12a4,UFC 321: Aspinall vs. Gane,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,20.0,1.0,0.0,,,,,,,,68.0,135.0,69.0,3.86,1.86,0.56,0.61,4.03,0.46,0.79,0.2,orthodox,17.0,3.0,0.0,,,,,,,,69.0,135.0,69.0,5.3,3.98,0.48,0.54,1.91,0.38,0.55,0.8,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Volkov,Jailton Almeida,Alexander Volkov,http://ufcstats.com/fight-details/b42a3386a7dccb3d,UFC 321: Aspinall vs. Gane,,Heavyweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,39.0,11.0,0.0,,,,,,,,79.0,261.0,80.0,4.78,2.86,0.57,0.53,0.57,0.66,0.68,0.2,orthodox,22.0,5.0,0.0,,,,,,,,75.0,225.0,79.0,2.23,1.3,0.62,0.43,5.64,0.55,0.6,1.7,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Rakic,Azamat Murzakanov,Azamat Murzakanov,http://ufcstats.com/fight-details/ef12d2aaaadaf6d0,UFC 321: Aspinall vs. Gane,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 3:11 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,1.0,3:11,14.0,6.0,0.0,,,,,,,,76.0,205.0,78.0,4.13,2.86,0.5,0.51,0.64,0.21,0.85,0.1,orthodox,16.0,0.0,0.0,,,,,,,,70.0,205.0,71.0,4.7,2.86,0.57,0.6,0.55,0.15,0.87,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nasrat Haqparast,Quillan Salkilld,Quillan Salkilld,http://ufcstats.com/fight-details/cb902d73389ed34b,UFC 321: Aspinall vs. Gane,,Lightweight Bout,KO/TKO Round: 1 Time: 2:30 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,1.0,2:30,18.0,6.0,0.0,,,,,,,,70.0,155.0,72.0,6.36,6.0,0.45,0.63,0.34,0.2,0.86,0.0,southpaw,11.0,1.0,0.0,,,,,,,,72.0,155.0,75.0,5.16,3.24,0.57,0.44,7.95,0.36,0.9,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ikram Aliskerov,JunYong Park,Ikram Aliskerov,http://ufcstats.com/fight-details/0230a9dd2739add4,UFC 321: Aspinall vs. Gane,,Middleweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,3.0,5:00,17.0,2.0,0.0,,,,,,,,72.0,185.0,76.0,6.86,5.47,0.64,0.41,3.2,0.6,1.0,0.5,southpaw,19.0,7.0,0.0,,,,,,,,70.0,185.0,73.0,4.64,3.82,0.51,0.51,1.69,0.42,0.54,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovit Klein,Mateusz Rebecki,Ludovit Klein,http://ufcstats.com/fight-details/e9c034cec33b3479,UFC 321: Aspinall vs. Gane,,Lightweight Bout,Decision - Majority Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,24.0,5.0,1.0,,,,,,,,67.0,155.0,72.0,3.76,3.48,0.53,0.53,1.37,0.51,0.76,0.0,southpaw,20.0,4.0,0.0,,,,,,,,67.0,155.0,66.0,5.21,4.69,0.46,0.53,3.38,0.52,0.5,0.5,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valter Walker,Louie Sutherland,Valter Walker,http://ufcstats.com/fight-details/f2c2a49fed32bd75,UFC 321: Aspinall vs. Gane,,Heavyweight Bout,Submission Round: 1 Time: 1:24 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,1.0,1:24,15.0,1.0,0.0,,,,,,,,78.0,244.0,78.0,2.0,2.85,0.52,0.42,5.74,0.69,0.0,2.5,orthodox,10.0,4.0,0.0,,,,,,,,75.0,264.0,76.0,2.14,3.57,0.6,0.0,0.0,0.0,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Wood,Jose Delgado,Nathaniel Wood,http://ufcstats.com/fight-details/bd7394f07247d9ca,UFC 321: Aspinall vs. Gane,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,22.0,6.0,0.0,,,,,,,,66.0,145.0,69.0,5.74,4.32,0.52,0.54,1.46,0.5,0.73,0.5,orthodox,10.0,2.0,0.0,,,,,,,,71.0,145.0,74.0,8.22,5.44,0.54,0.47,1.81,0.42,0.6,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamdy Abdelwahab,Chris Barnett,Hamdy Abdelwahab,http://ufcstats.com/fight-details/3fdb4c4b39218cf4,UFC 321: Aspinall vs. Gane,,Heavyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,7.0,1.0,0.0,,,,,,,,74.0,265.0,72.0,4.27,3.67,0.55,0.51,3.25,0.65,1.0,0.0,southpaw,23.0,10.0,0.0,,,,,,,,69.0,261.0,75.0,3.36,6.55,0.47,0.36,0.0,0.0,0.35,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azat Maksum,Mitch Raposo,Mitch Raposo,http://ufcstats.com/fight-details/22dd728012944f0a,UFC 321: Aspinall vs. Gane,,Flyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Rich Mitchell,3.0,5:00,15.0,3.0,0.0,,,,,,,,67.0,125.0,70.0,2.75,4.25,0.27,0.52,3.5,0.31,0.85,0.2,southpaw,10.0,3.0,0.0,,,,,,,,65.0,125.0,64.0,1.73,2.65,0.36,0.61,2.54,0.37,0.61,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaqueline Amorim,Mizuki,Mizuki,http://ufcstats.com/fight-details/ef1519c8c1d20977,UFC 321: Aspinall vs. Gane,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,3.0,5:00,10.0,2.0,0.0,,,,,,,,63.0,115.0,68.0,2.43,2.16,0.5,0.54,2.16,0.36,0.0,3.8,orthodox,16.0,6.0,0.0,,,,,,,,63.0,115.0,65.0,4.45,4.65,0.52,0.49,0.75,0.33,0.8,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reinier de Ridder,Brendan Allen,Brendan Allen,http://ufcstats.com/fight-details/d61373d9fdf01a12,UFC Fight Night: De Ridder vs. Allen,,Middleweight Bout,KO/TKO Round: 4 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Jason Herzog,4.0,5:00,21.0,4.0,0.0,,,,,,,,76.0,185.0,78.0,2.47,2.36,0.48,0.46,2.56,0.29,0.4,0.6,southpaw,26.0,7.0,0.0,,,,,,,,74.0,185.0,75.0,3.59,3.62,0.53,0.47,1.56,0.42,0.56,1.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Holland,Mike Malott,Mike Malott,http://ufcstats.com/fight-details/cdd565a16975c711,UFC Fight Night: De Ridder vs. Allen,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,5:00,28.0,15.0,0.0,,,,,,,,75.0,170.0,81.0,4.26,3.22,0.49,0.5,0.83,0.39,0.56,0.5,orthodox,13.0,2.0,1.0,,,,,,,,73.0,170.0,73.0,3.93,3.06,0.48,0.56,1.88,0.5,0.14,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Vera,Aiemann Zahabi,Aiemann Zahabi,http://ufcstats.com/fight-details/857d274e47aa8c4e,UFC Fight Night: De Ridder vs. Allen,,Bantamweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,23.0,12.0,1.0,,,,,,,,68.0,135.0,70.0,4.18,5.34,0.47,0.5,0.47,0.39,0.71,0.8,switch,14.0,2.0,0.0,,,,,,,,68.0,135.0,68.0,4.54,4.08,0.47,0.69,0.12,0.14,0.83,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manon Fiorot,Jasmine Jasudavicius,Manon Fiorot,http://ufcstats.com/fight-details/c82acd7b17915591,UFC Fight Night: De Ridder vs. Allen,,Women's Flyweight Bout,KO/TKO Round: 1 Time: 1:14 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,1.0,1:14,13.0,2.0,0.0,,,,,,,,67.0,125.0,65.0,5.66,3.58,0.42,0.66,1.05,0.29,0.87,0.0,orthodox,14.0,4.0,0.0,,,,,,,,67.0,125.0,68.0,3.7,3.71,0.45,0.51,2.59,0.44,0.75,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Jourdain,Davey Grant,Charles Jourdain,http://ufcstats.com/fight-details/a18edcb638ba7e39,UFC Fight Night: De Ridder vs. Allen,,Bantamweight Bout,Submission Round: 1 Time: 3:05 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,1.0,3:05,17.0,8.0,1.0,,,,,,,,69.0,135.0,69.0,5.48,4.25,0.49,0.56,0.33,0.21,0.47,0.7,switch,17.0,8.0,0.0,,,,,,,,68.0,135.0,69.0,5.14,3.82,0.44,0.55,1.03,0.4,0.63,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Nelson,Matt Frevola,Kyle Nelson,http://ufcstats.com/fight-details/3af1bdc5a510bba9,UFC Fight Night: De Ridder vs. Allen,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,5:00,17.0,6.0,1.0,,,,,,,,71.0,155.0,71.0,3.6,4.48,0.45,0.53,1.18,0.23,0.66,0.5,switch,11.0,6.0,1.0,,,,,,,,69.0,155.0,71.0,3.3,3.76,0.39,0.56,2.34,0.41,0.4,0.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Prepolec,Drew Dober,Drew Dober,http://ufcstats.com/fight-details/ecdbb3a5216b815e,UFC Fight Night: De Ridder vs. Allen,,Lightweight Bout,KO/TKO Round: 3 Time: 1:16 Time format: 3 Rnd (5-5-5) Referee: John Cooper,3.0,1:16,18.0,10.0,0.0,,,,,,,,70.0,155.0,70.0,3.25,5.69,0.34,0.48,0.0,0.0,0.45,0.0,southpaw,29.0,15.0,0.0,,,,,,,,68.0,155.0,70.0,4.48,4.33,0.41,0.53,0.61,0.16,0.58,0.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gibson,Aoriqileng,Aoriqileng,http://ufcstats.com/fight-details/970f083af8368f57,UFC Fight Night: De Ridder vs. Allen,,Bantamweight Bout,KO/TKO Round: 1 Time: 0:21 Time format: 3 Rnd (5-5-5) Referee: Mitch Cadlick,1.0,0:21,22.0,12.0,0.0,,,,,,,,70.0,135.0,71.0,3.63,3.22,0.46,0.57,2.12,0.37,0.69,0.6,orthodox,26.0,12.0,0.0,,,,,,,,67.0,135.0,69.0,4.69,5.47,0.49,0.48,1.2,0.46,0.58,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Silva,HyunSung Park,Bruno Silva,http://ufcstats.com/fight-details/668a44403a130043,UFC Fight Night: De Ridder vs. Allen,,Flyweight Bout,Submission Round: 3 Time: 2:15 Time format: 3 Rnd (5-5-5) Referee: Sal Ram,3.0,2:15,15.0,7.0,2.0,,,,,,,,64.0,125.0,65.0,3.82,4.55,0.5,0.52,2.3,0.29,0.63,0.3,orthodox,10.0,2.0,0.0,,,,,,,,67.0,125.0,66.0,3.38,3.14,0.41,0.55,1.5,0.31,0.47,1.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Barlow,Djorden Santos,Djorden Santos,http://ufcstats.com/fight-details/096e00355c8c84ac,UFC Fight Night: De Ridder vs. Allen,,Middleweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: John Cooper,3.0,5:00,9.0,2.0,0.0,,,,,,,,74.0,185.0,79.0,5.81,4.65,0.51,0.52,0.0,0.0,1.0,0.0,southpaw,11.0,2.0,0.0,,,,,,,,72.0,185.0,75.0,7.0,5.98,0.44,0.48,0.67,0.33,0.86,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Luciano,Ravena Oliveira,Stephanie Luciano,http://ufcstats.com/fight-details/8d9458121f0c4b95,UFC Fight Night: De Ridder vs. Allen,,Women's Strawweight Bout,Submission Round: 3 Time: 2:50 Time format: 3 Rnd (5-5-5) Referee: Mitch Cadlick,3.0,2:50,7.0,2.0,1.0,,,,,,,,66.0,115.0,65.0,5.2,3.04,0.42,0.64,1.3,0.71,0.8,0.3,orthodox,7.0,3.0,1.0,,,,,,,,65.0,115.0,65.0,1.4,2.8,0.29,0.5,1.08,0.66,0.5,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azamat Bekoev,Yousri Belgaroui,Yousri Belgaroui,http://ufcstats.com/fight-details/87ac0e5face106b4,UFC Fight Night: De Ridder vs. Allen,,Middleweight Bout,KO/TKO Round: 3 Time: 0:55 Time format: 3 Rnd (5-5-5) Referee: Sal Ram,3.0,0:55,20.0,4.0,0.0,,,,,,,,72.0,185.0,72.0,4.07,7.66,0.45,0.31,4.49,0.45,0.8,0.0,orthodox,9.0,3.0,0.0,,,,,,,,78.0,185.0,79.0,5.82,2.52,0.66,0.61,0.39,1.0,0.68,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melissa Croden,Tainara Lisboa,Melissa Croden,http://ufcstats.com/fight-details/dec301fd5e99ca46,UFC Fight Night: De Ridder vs. Allen,,Women's Bantamweight Bout,KO/TKO Round: 3 Time: 4:32 Time format: 3 Rnd (5-5-5) Referee: John Cooper,3.0,4:32,7.0,3.0,0.0,,,,,,,,69.0,135.0,68.0,4.1,1.83,0.48,0.53,1.02,0.5,0.66,0.0,orthodox,7.0,4.0,0.0,,,,,,,,67.0,135.0,67.0,2.01,2.88,0.44,0.45,1.67,0.31,0.53,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
